○ 범죄 발생 및 검거 현황(전국) [],,,,,,,
죄종별,항목,단위,2016 년,2017 년,2018 년,2019 년,2020 년
"성폭력범죄의처벌등에관한특례법(촬영물등이용협박,강요등)",여자검거인원[명],명,,,,,7
"성폭력범죄의처벌등에관한특례법(촬영물등이용협박,강요등)",불상검거인원[명],명,,,,,13
"성폭력범죄의처벌등에관한특례법(촬영물등이용협박,강요등)",법인체[개],개,,,,,-
도박범죄,발생건수[건],건,13446,8689,6004,8008,8135
도박범죄,검거건수[건],건,13184,8536,5885,7827,7889
도박범죄,발생건수 대비 검거건수[%],%,98.1,98.2,98,97.7,97
도박범죄,검거인원[명],명,35195,24562,20210,22111,21910
도박범죄,남자검거인원[명],명,29852,20213,16438,18226,18530
도박범죄,여자검거인원[명],명,4852,4010,3488,3476,3049
도박범죄,불상검거인원[명],명,491,339,284,409,331
도박범죄,법인체[개],개,1,-,-,4,2
도박,발생건수[건],건,6547,4459,3716,4034,3940
도박,검거건수[건],건,6494,4468,3718,3993,3881
도박,발생건수 대비 검거건수[%],%,99.2,100.2,100.1,99,98.5
도박,검거인원[명],명,22232,17196,14945,14892,14660
도박,남자검거인원[명],명,18189,13905,11936,11961,12051
도박,여자검거인원[명],명,3834,3156,2894,2769,2477
도박,불상검거인원[명],명,209,135,115,162,132
도박,법인체[개],개,-,-,-,-,-
도박(상습),발생건수[건],건,387,200,100,84,34
도박(상습),검거건수[건],건,392,196,102,82,32
도박(상습),발생건수 대비 검거건수[%],%,101.3,98,102,97.6,94.1
도박(상습),검거인원[명],명,736,524,279,269,176
도박(상습),남자검거인원[명],명,645,356,198,242,150
도박(상습),여자검거인원[명],명,82,160,78,19,25
도박(상습),불상검거인원[명],명,9,8,3,8,1
도박(상습),법인체[개],개,-,-,-,-,-
도박개장,발생건수[건],건,416,354,312,462,752
도박개장,검거건수[건],건,376,311,271,421,658
도박개장,발생건수 대비 검거건수[%],%,90.4,87.9,86.9,91.1,87.5
도박개장,검거인원[명],명,1894,1439,1301,1803,2027
도박개장,남자검거인원[명],명,1246,892,887,1225,1578
도박개장,여자검거인원[명],명,540,468,345,491,360
도박개장,불상검거인원[명],명,108,79,69,87,89
도박개장,법인체[개],개,1,-,-,1,1
복표발매(중개·취득),발생건수[건],건,-,2,-,-,1
복표발매(중개·취득),검거건수[건],건,-,2,-,-,1
복표발매(중개·취득),발생건수 대비 검거건수[%],%,-,100,-,-,100
복표발매(중개·취득),검거인원[명],명,-,3,-,-,1
복표발매(중개·취득),남자검거인원[명],명,-,3,-,-,1
복표발매(중개·취득),여자검거인원[명],명,-,-,-,-,-
복표발매(중개·취득),불상검거인원[명],명,-,-,-,-,-
복표발매(중개·취득),법인체[개],개,-,-,-,-,-
사행행위등규제및처벌특례법,발생건수[건],건,6096,3674,1876,3428,3408
사행행위등규제및처벌특례법,검거건수[건],건,5922,3559,1794,3331,3317
사행행위등규제및처벌특례법,발생건수 대비 검거건수[%],%,97.1,96.9,95.6,97.2,97.3
사행행위등규제및처벌특례법,검거인원[명],명,10333,5400,3685,5147,5046
사행행위등규제및처벌특례법,남자검거인원[명],명,9772,5057,3417,4798,4750
사행행위등규제및처벌특례법,여자검거인원[명],명,396,226,171,197,187
사행행위등규제및처벌특례법,불상검거인원[명],명,165,117,97,152,109
사행행위등규제및처벌특례법,법인체[개],개,-,-,-,3,1
특별경제범죄,발생건수[건],건,65025,53356,53994,51400,47826
특별경제범죄,검거건수[건],건,50608,43791,46222,44878,41802
특별경제범죄,발생건수 대비 검거건수[%],%,77.8,82.1,85.6,87.3,87.4
특별경제범죄,검거인원[명],명,91979,81086,82135,85013,73944
특별경제범죄,남자검거인원[명],명,61550,57074,58096,59521,51802
특별경제범죄,여자검거인원[명],명,18204,16987,18643,21014,17872
특별경제범죄,불상검거인원[명],명,12225,7025,5396,4478,4270
특별경제범죄,법인체[개],개,3330,3060,3391,3162,3220
"신용,업무와경매에관한죄",발생건수[건],건,24229,22042,22904,22323,22218
"신용,업무와경매에관한죄",검거건수[건],건,23630,21518,22243,21586,21224
"신용,업무와경매에관한죄",발생건수 대비 검거건수[%],%,97.5,97.6,97.1,96.7,95.5
"신용,업무와경매에관한죄",검거인원[명],명,31190,28892,29868,31094,30222
"신용,업무와경매에관한죄",남자검거인원[명],명,25805,23753,24359,24857,23915
"신용,업무와경매에관한죄",여자검거인원[명],명,4804,4498,4913,5473,5459
"신용,업무와경매에관한죄",불상검거인원[명],명,581,641,596,764,848
"신용,업무와경매에관한죄",법인체[개],개,22,29,46,53,31
여신전문금융업법위반,발생건수[건],건,2473,2149,2345,2167,2057
여신전문금융업법위반,검거건수[건],건,1449,1282,1412,1294,1126
여신전문금융업법위반,발생건수 대비 검거건수[%],%,58.6,59.7,60.2,59.7,54.7
여신전문금융업법위반,검거인원[명],명,2362,2235,2314,2027,1682
여신전문금융업법위반,남자검거인원[명],명,1486,1466,1463,1308,1033
여신전문금융업법위반,여자검거인원[명],명,590,506,570,455,344
여신전문금융업법위반,불상검거인원[명],명,286,263,281,264,305
여신전문금융업법위반,법인체[개],개,123,91,111,85,44
대부업의등록및금융이용자보호에관한법률,발생건수[건],건,941,1233,1381,1479,1210
대부업의등록및금융이용자보호에관한법률,검거건수[건],건,808,1062,1206,1309,1030
대부업의등록및금융이용자보호에관한법률,발생건수 대비 검거건수[%],%,85.9,86.1,87.3,88.5,85.1
대부업의등록및금융이용자보호에관한법률,검거인원[명],명,1738,2401,2549,2575,2362
대부업의등록및금융이용자보호에관한법률,남자검거인원[명],명,1145,1679,1893,1943,1607
대부업의등록및금융이용자보호에관한법률,여자검거인원[명],명,372,417,406,370,425
대부업의등록및금융이용자보호에관한법률,불상검거인원[명],명,221,305,250,262,330
대부업의등록및금융이용자보호에관한법률,법인체[개],개,16,17,13,17,25
유사수신행위의규제에관한법률,발생건수[건],건,740,697,666,977,988
유사수신행위의규제에관한법률,검거건수[건],건,630,598,519,711,829
유사수신행위의규제에관한법률,발생건수 대비 검거건수[%],%,85.1,85.8,77.9,72.8,83.9
유사수신행위의규제에관한법률,검거인원[명],명,1985,2063,1957,2520,2834
유사수신행위의규제에관한법률,남자검거인원[명],명,1206,1409,1352,1557,1617
유사수신행위의규제에관한법률,여자검거인원[명],명,760,625,565,915,1070
유사수신행위의규제에관한법률,불상검거인원[명],명,19,29,40,48,147
유사수신행위의규제에관한법률,법인체[개],개,67,71,65,55,75
전자금융거래법위반,발생건수[건],건,5804,5479,7877,8132,6402
전자금융거래법위반,검거건수[건],건,5781,5431,7720,8151,6301
전자금융거래법위반,발생건수 대비 검거건수[%],%,99.6,99.1,98,100.2,98.4
전자금융거래법위반,검거인원[명],명,20097,20790,24462,25272,15860
전자금융거래법위반,남자검거인원[명],명,13952,14154,15943,16226,10288
전자금융거래법위반,여자검거인원[명],명,5734,6178,7891,8588,5252
전자금융거래법위반,불상검거인원[명],명,411,458,628,458,320
전자금융거래법위반,법인체[개],개,7,3,6,2,13
부정수표단속법,발생건수[건],건,2279,1917,1755,1557,825
부정수표단속법,검거건수[건],건,1591,1316,1253,991,556
부정수표단속법,발생건수 대비 검거건수[%],%,69.8,68.6,71.4,63.6,67.4
부정수표단속법,검거인원[명],명,1511,1178,1086,1043,661
부정수표단속법,남자검거인원[명],명,1214,954,895,849,549
부정수표단속법,여자검거인원[명],명,228,187,164,168,82
부정수표단속법,불상검거인원[명],명,69,37,27,26,30
부정수표단속법,법인체[개],개,23,45,27,34,36
조세범처벌법,발생건수[건],건,2707,2550,2251,2351,2383
조세범처벌법,검거건수[건],건,2444,2256,1918,1936,1994
조세범처벌법,발생건수 대비 검거건수[%],%,90.3,88.5,85.2,82.3,83.7
조세범처벌법,검거인원[명],명,4401,3832,3674,3760,3780
조세범처벌법,남자검거인원[명],명,3790,3327,3171,3176,3093
조세범처벌법,여자검거인원[명],명,579,482,487,556,657
조세범처벌법,불상검거인원[명],명,32,23,16,28,30
조세범처벌법,법인체[개],개,1335,1231,1173,1102,1228
관세법,발생건수[건],건,9,3,5,5,1
관세법,검거건수[건],건,6,3,4,3,1
관세법,발생건수 대비 검거건수[%],%,66.7,100,80,60,100
관세법,검거인원[명],명,20,13,19,29,4
관세법,남자검거인원[명],명,17,12,15,3,4
관세법,여자검거인원[명],명,1,1,4,26,-
관세법,불상검거인원[명],명,2,-,-,-,-
관세법,법인체[개],개,3,-,5,-,-
외국환거래법,발생건수[건],건,87,94,92,116,94
외국환거래법,검거건수[건],건,84,93,84,103,83
외국환거래법,발생건수 대비 검거건수[%],%,96.6,98.9,91.3,88.8,88.3
외국환거래법,검거인원[명],명,232,244,213,287,302
외국환거래법,남자검거인원[명],명,160,165,141,197,192
외국환거래법,여자검거인원[명],명,67,68,67,86,104
외국환거래법,불상검거인원[명],명,5,11,5,4,6
외국환거래법,법인체[개],개,1,4,1,-,-
지방세법,발생건수[건],건,53,73,159,167,67
지방세법,검거건수[건],건,43,61,119,131,50
지방세법,발생건수 대비 검거건수[%],%,81.1,83.6,74.8,78.4,74.6
지방세법,검거인원[명],명,65,87,179,209,98
지방세법,남자검거인원[명],명,52,71,155,173,77
지방세법,여자검거인원[명],명,13,15,23,33,21
지방세법,불상검거인원[명],명,-,1,1,3,-
지방세법,법인체[개],개,26,29,68,79,44
저작권법,발생건수[건],건,20632,13384,9624,7489,6434
저작권법,검거건수[건],건,9360,6683,5131,4415,3896
저작권법,발생건수 대비 검거건수[%],%,45.4,49.9,53.3,59,60.6
저작권법,검거인원[명],명,21036,13691,10566,8757,7654
저작권법,남자검거인원[명],명,8194,6457,5169,4593,4144
저작권법,여자검거인원[명],명,2438,2141,1977,1832,1536
저작권법,불상검거인원[명],명,10404,5093,3420,2332,1974
저작권법,법인체[개],개,1132,938,1156,1090,1114
특허법,발생건수[건],건,188,192,176,182,151
특허법,검거건수[건],건,151,166,137,148,123
특허법,발생건수 대비 검거건수[%],%,80.3,86.5,77.8,81.3,81.5
특허법,검거인원[명],명,269,318,280,293,269
특허법,남자검거인원[명],명,214,246,224,230,194
특허법,여자검거인원[명],명,39,41,43,38,50
특허법,불상검거인원[명],명,16,31,13,25,25
특허법,법인체[개],개,84,80,84,73,70
상표법,발생건수[건],건,3113,2261,2485,2709,2253
상표법,검거건수[건],건,3003,2185,2361,2507,2109
상표법,발생건수 대비 검거건수[%],%,96.5,96.6,95,92.5,93.6
상표법,검거인원[명],명,4087,3121,2669,3496,2792
상표법,남자검거인원[명],명,2121,1765,1569,1931,1560
상표법,여자검거인원[명],명,1890,1315,1052,1442,1148
상표법,불상검거인원[명],명,76,41,48,123,84
상표법,법인체[개],개,161,151,163,197,129
실용신안법,발생건수[건],건,35,16,15,9,14
실용신안법,검거건수[건],건,26,14,13,6,11
실용신안법,발생건수 대비 검거건수[%],%,74.3,87.5,86.7,66.7,78.6
실용신안법,검거인원[명],명,52,28,17,11,22
실용신안법,남자검거인원[명],명,39,19,16,9,19
실용신안법,여자검거인원[명],명,9,4,1,2,3
실용신안법,불상검거인원[명],명,4,5,-,-,-
실용신안법,법인체[개],개,5,4,7,6,11
디자인보호법,발생건수[건],건,177,199,224,272,417
디자인보호법,검거건수[건],건,146,163,182,241,326
디자인보호법,발생건수 대비 검거건수[%],%,82.5,81.9,81.2,88.6,78.2
디자인보호법,검거인원[명],명,247,285,312,338,508
디자인보호법,남자검거인원[명],명,196,207,226,212,349
디자인보호법,여자검거인원[명],명,35,62,78,116,153
디자인보호법,불상검거인원[명],명,16,16,8,10,6
디자인보호법,법인체[개],개,60,132,134,62,35
컴퓨터프로그램보호법,발생건수[건],건,-,-,-,-,-
컴퓨터프로그램보호법,검거건수[건],건,-,-,-,-,-
컴퓨터프로그램보호법,발생건수 대비 검거건수[%],%,-,-,-,-,-
컴퓨터프로그램보호법,검거인원[명],명,-,-,-,-,-
컴퓨터프로그램보호법,남자검거인원[명],명,-,-,-,-,-
컴퓨터프로그램보호법,여자검거인원[명],명,-,-,-,-,-
컴퓨터프로그램보호법,불상검거인원[명],명,-,-,-,-,-
컴퓨터프로그램보호법,법인체[개],개,-,-,-,-,-
특가법(관세),발생건수[건],건,4,8,7,4,11
특가법(관세),검거건수[건],건,4,6,5,4,11
특가법(관세),발생건수 대비 검거건수[%],%,100,75,71.4,100,100
특가법(관세),검거인원[명],명,9,23,25,19,100
특가법(관세),남자검거인원[명],명,8,17,17,16,69
특가법(관세),여자검거인원[명],명,1,3,8,3,31
특가법(관세),불상검거인원[명],명,-,3,-,-,-
특가법(관세),법인체[개],개,-,1,1,-,-
특가법(국고손실),발생건수[건],건,2,3,2,6,-
특가법(국고손실),검거건수[건],건,2,2,2,6,-
특가법(국고손실),발생건수 대비 검거건수[%],%,100,66.7,100,100,-
특가법(국고손실),검거인원[명],명,2,24,2,23,-
특가법(국고손실),남자검거인원[명],명,2,19,2,20,-
특가법(국고손실),여자검거인원[명],명,-,4,-,2,-
특가법(국고손실),불상검거인원[명],명,-,1,-,1,-
특가법(국고손실),법인체[개],개,-,-,-,-,-
특가법(조세),발생건수[건],건,208,232,286,238,231
특가법(조세),검거건수[건],건,178,185,227,184,180
특가법(조세),발생건수 대비 검거건수[%],%,85.6,79.7,79.4,77.3,77.9
특가법(조세),검거인원[명],명,540,462,652,518,501
특가법(조세),남자검거인원[명],명,495,402,591,475,443
특가법(조세),여자검거인원[명],명,43,52,57,42,55
특가법(조세),불상검거인원[명],명,2,8,4,1,3
특가법(조세),법인체[개],개,176,171,267,215,203
특경법(무인가단기금융업),발생건수[건],건,-,-,-,-,-
특경법(무인가단기금융업),검거건수[건],건,-,-,-,-,-
특경법(무인가단기금융업),발생건수 대비 검거건수[%],%,-,-,-,-,-
특경법(무인가단기금융업),검거인원[명],명,-,-,-,-,-
특경법(무인가단기금융업),남자검거인원[명],명,-,-,-,-,-
특경법(무인가단기금융업),여자검거인원[명],명,-,-,-,-,-
특경법(무인가단기금융업),불상검거인원[명],명,-,-,-,-,-
특경법(무인가단기금융업),법인체[개],개,-,-,-,-,-
특경법(사금융알선등),발생건수[건],건,11,9,7,16,8
특경법(사금융알선등),검거건수[건],건,10,9,7,16,8
특경법(사금융알선등),발생건수 대비 검거건수[%],%,90.9,100,100,100,100
